PC1,PC2,banco
0.11487606190166516,-0.07101533472321835,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES - SICREDI ESSÊNCIA"
0.07487434361181865,-0.3665153199771101,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI ORIGENS RS"
0.03146356176003732,-0.10291417909753334,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG"
0.016839338487879465,-0.6658635595574934,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG"
0.036586115849134654,-0.17483001442250254,COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP
0.19873251240864764,-0.5364570549530848,BCO LUSO BRASILEIRO S.A. - PRUDENCIAL
0.044327547223449046,-0.12837606423345468,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC"
0.14373221568010247,0.15527488277170942,COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL
0.13829340481312985,0.48382414068660407,AF PARANÁ - PRUDENCIAL
0.09194081052274822,-0.042329059506576894,COOPERATIVA DE CRÉDITO COOPERMAIS - SICOOB COOPERMAIS
-0.05024342449455882,-0.3931403095129327,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE BRASILEIRO
0.2221528669305314,0.36017037411691477,BMW - PRUDENCIAL
0.029140759475910973,-0.9706516130978452,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS - SICREDI DAS CULTURAS RS/MG"
0.05198665829472532,-0.3717078899334179,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO IGUAÇU - SICREDI IGUAÇU PR/SC E REGIÃO METROPOLITANA DE CAMPINAS/SP"
0.05932165827706204,-0.17113274607994042,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO"
-0.02766430132125512,-0.8213290521614718,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO"
0.17618795346393315,0.008310473020301804,COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.
0.2157946364636172,0.36690438815928417,COOPERFORTE COOPERATIVA DE CRÉDITO E INVESTIMENTOS LTDA
0.21538656267848702,0.2491188179755048,BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL
0.04559488671660765,-0.5511462601002117,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL"
-0.00881255424180687,-0.7394994684038642,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP"
0.07249804337929151,-0.12486036582113855,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG"
0.2389845676554767,0.65126579284659,BCO CARGILL S.A. - PRUDENCIAL
0.11048111800847571,-0.21848482400266275,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC"
0.10959725190248051,-0.2270943118088215,COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO
0.25701383085006313,0.5183948689588365,BCO ABN AMRO CLEARING - PRUDENCIAL
0.13872260659753008,-0.19506677597623326,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS"
0.0955574581161968,0.04753605512349758,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC
